UtcTime,Computer,User,EventID,Image,CommandLine,ParentImage,DestinationIp,DestinationPort,Hashes
2026-02-10 00:00:00.000,ENG-MAC-17,morgan.sato,1,python3,"python3",explorer.exe,,,SHA256=001a5af547879f2d001a5af547879f2d001a5af547879f2d001a5af547879f2d
2026-02-10 00:02:40.840,BLD-RUN-02,svc-build,1,powershell.exe,"powershell.exe",systemd,,,SHA256=000ccf5076d66696000ccf5076d66696000ccf5076d66696000ccf5076d66696
2026-02-10 00:13:27.073,ENG-MAC-04,riley.kapoor,1,slack.exe,"slack.exe",explorer.exe,,,SHA256=00003c01a151c07a00003c01a151c07a00003c01a151c07a00003c01a151c07a
2026-02-10 00:16:26.248,ENG-MAC-17,svc-build,1,chrome.exe,"chrome.exe",explorer.exe,,,SHA256=001170796df94174001170796df94174001170796df94174001170796df94174
2026-02-10 00:22:20.315,BLD-RUN-02,svc-export,1,sshd,"sshd",explorer.exe,,,SHA256=000959f0c1d800ea000959f0c1d800ea000959f0c1d800ea000959f0c1d800ea
2026-02-10 00:32:56.369,BLD-RUN-02,svc-build,1,outlook.exe,"outlook.exe",cmd.exe,,,SHA256=0017d9f36704c18f0017d9f36704c18f0017d9f36704c18f0017d9f36704c18f
2026-02-10 00:37:38.157,ENG-MAC-04,alex.chen,1,slack.exe,"slack.exe",systemd,,,SHA256=001b5abf8b982361001b5abf8b982361001b5abf8b982361001b5abf8b982361
2026-02-10 00:48:33.037,FIN-WS22,svc-export,1,node,"node",cmd.exe,,,SHA256=0002aef9fd986e930002aef9fd986e930002aef9fd986e930002aef9fd986e93
2026-02-10 00:53:05.398,FIN-WS22,riley.kapoor,1,slack.exe,"slack.exe",cmd.exe,,,SHA256=000fae7b01397df9000fae7b01397df9000fae7b01397df9000fae7b01397df9
2026-02-10 01:03:31.326,BLD-RUN-02,jamie.patel,1,outlook.exe,"outlook.exe",explorer.exe,,,SHA256=001971a29b7e7cba001971a29b7e7cba001971a29b7e7cba001971a29b7e7cba
2026-02-10 01:06:07.002,BLD-RUN-02,svc-build,1,python3,"python3",systemd,,,SHA256=001e9fe1c98d5e7e001e9fe1c98d5e7e001e9fe1c98d5e7e001e9fe1c98d5e7e
2026-02-10 01:14:40.013,ENG-MAC-04,morgan.sato,1,sshd,"sshd",explorer.exe,,,SHA256=0002072af279825b0002072af279825b0002072af279825b0002072af279825b
2026-02-10 01:23:42.446,ENG-MAC-17,taylor.owens,1,outlook.exe,"outlook.exe",explorer.exe,,,SHA256=001c9661acb2a022001c9661acb2a022001c9661acb2a022001c9661acb2a022
2026-02-10 01:28:39.912,FIN-WS22,morgan.sato,1,sshd,"sshd",explorer.exe,,,SHA256=0012c314f19544d60012c314f19544d60012c314f19544d60012c314f19544d6
2026-02-10 01:32:32.915,LINUX-JUMP-01,svc-build,1,node,"node",cmd.exe,,,SHA256=000ce93f6a278e81000ce93f6a278e81000ce93f6a278e81000ce93f6a278e81
2026-02-10 01:37:56.456,ENG-MAC-04,svc-export,1,sshd,"sshd",cmd.exe,,,SHA256=000652995107d8a3000652995107d8a3000652995107d8a3000652995107d8a3
